As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-03-04,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,81308,81308,0,Match
2024-03-04,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,9766,9766,0,Match
2024-03-04,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,66076,66076,0,Match
2024-03-04,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,18061,18061,0,Match
2024-03-05,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,38937,38937,0,Match
2024-03-05,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,44738,44738,0,Match
2024-03-05,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,80169,80169,0,Match
2024-03-05,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,90840,90840,0,Match
2024-03-05,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,35535,35535,0,Match
2024-03-05,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,86849,86849,0,Match
2024-03-05,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,7098,7098,0,Match
2024-03-05,Beta Ltd,10006,4,JPY,FIXED ASSETS,DEPRECIATION,83255,83255,0,Match
2024-03-05,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,97602,97602,0,Match
2024-03-05,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,12400,12400,0,Match
2024-03-05,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,89049,89049,0,Match
2024-03-05,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,24203,24203,0,Match
2024-03-05,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,51874,51874,0,Match
2024-03-05,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,39623,39623,0,Match
2024-03-06,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,98757,98757,0,Match
2024-03-06,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,84314,84315,-1,Break
2024-03-06,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,88486,88486,0,Match
2024-03-06,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,83216,83216,0,Match
2024-03-06,Delta LLC,10004,2,CAD,EQUITY,RETAINED EARNINGS,90980,90980,0,Match
2024-03-06,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,62156,62156,0,Match
2024-03-06,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,98278,98278,0,Match
2024-03-06,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,81478,81478,0,Match
2024-03-07,Delta LLC,10002,3,JPY,CASH,ACCOUNTS PAYABLE,40996,40996,0,Match
2024-03-07,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,97675,97675,0,Match
2024-03-07,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,91556,91556,0,Match
2024-03-07,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,82731,82732,-1,Break
2024-03-07,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,49727,49727,0,Match
2024-03-07,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,56937,56937,0,Match
2024-03-07,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,43851,43851,0,Match
2024-03-07,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,4706,4706,0,Match
2024-03-07,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,5775,5775,0,Match
2024-03-07,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,45370,47370,-2000,Break
2024-03-07,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,60375,60375,0,Match
2024-03-07,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,72143,72143,0,Match
2024-03-08,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,48582,48583,-1,Break
2024-03-08,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,76459,76459,0,Match
2024-03-08,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,59538,59538,0,Match
2024-03-08,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,35299,35299,0,Match
2024-03-08,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,53154,53154,0,Match
2024-03-08,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,39271,39271,0,Match
2024-03-08,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,80957,80957,0,Match
2024-03-08,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,21526,21526,0,Match
2024-03-08,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,72288,72288,0,Match
2024-03-08,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,76476,76476,0,Match
2024-03-08,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,36617,36617,0,Match
2024-03-08,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,93707,93707,0,Match
2024-03-08,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,89756,89756,0,Match
2024-03-08,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,5937,5937,0,Match
2024-03-08,Delta LLC,10010,10,JPY,TAXES,ACCRUED LIABILITIES,36936,36936,0,Match
2024-03-08,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,62597,62597,0,Match
2024-03-08,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,23397,23397,0,Match
2024-03-08,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,49417,49417,0,Match
2024-03-09,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,8692,8692,0,Match
2024-03-09,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,63780,63780,0,Match
2024-03-09,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,33451,33451,0,Match
2024-03-09,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,86870,86870,0,Match
2024-03-09,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,47946,47446,500,Break
2024-03-09,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,63910,6391,57519,Break
2024-03-09,Gamma Inc,10005,6,GBP,REVENUE,EXPENSES,84673,84673,0,Match
2024-03-09,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,54234,54234,0,Match
2024-03-09,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,43958,43958,0,Match
2024-03-09,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,50403,50403,0,Match
2024-03-09,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,77059,77059,0,Match
2024-03-09,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,13904,13904,0,Match
2024-03-09,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,85205,85205,0,Match
2024-03-09,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,56995,56995,0,Match
2024-03-09,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,40994,40989,5,Break
2024-03-09,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,96821,96821,0,Match
2024-03-09,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,25568,25568,0,Match
2024-03-09,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,10429,10429,0,Match
2024-03-09,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,11792,11792,0,Match
2024-03-10,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,72297,72297,0,Match
2024-03-10,Zeta Group,10001,5,EUR,LOANS,DEFERRED COSTS,5565,5565,0,Match
2024-03-10,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,73124,73124,0,Match
2024-03-10,Zeta Group,10001,5,CAD,LOANS,DEFERRED COSTS,10956,10956,0,Match
2024-03-10,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,41904,41904,0,Match
2024-03-10,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,82841,82841,0,Match
2024-03-10,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,52817,52817,0,Match
2024-03-10,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,2043,2043,0,Match
2024-03-10,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,95920,95920,0,Match
2024-03-10,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,29875,29875,0,Match
2024-03-10,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,98952,98952,0,Match
2024-03-10,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,57375,57375,0,Match
2024-03-10,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,48665,48665,0,Match
2024-03-10,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,56640,56640,0,Match
2024-03-10,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,18963,18966,-3,Break
2024-03-10,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,3417,3417,0,Match
2024-03-10,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,27404,27404,0,Match
2024-03-11,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,98882,98882,0,Match
2024-03-11,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,5574,5574,0,Match
2024-03-11,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,6628,6628,0,Match
2024-03-11,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,16356,16356,0,Match
2024-03-11,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,10307,10207,100,Break
2024-03-11,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,17965,17965,0,Match
2024-03-11,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,43374,43374,0,Match
2024-03-11,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,53548,53548,0,Match
2024-03-11,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,49569,49569,0,Match
2024-03-11,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,35470,35470,0,Match
2024-03-11,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,20510,20510,0,Match
2024-03-12,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,32072,32072,0,Match
2024-03-12,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,31066,31066,0,Match
2024-03-12,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,85537,85537,0,Match
2024-03-12,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,1623,16232,-14609,Break
2024-03-12,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,95069,95069,0,Match
2024-03-12,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,9522,9522,0,Match
2024-03-12,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,53616,53616,0,Match
2024-03-12,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,54351,54351,0,Match
2024-03-12,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,8567,8567,0,Match
2024-03-13,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,45110,45110,0,Match
2024-03-13,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,90642,90642,0,Match
2024-03-13,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,17789,17789,0,Match
2024-03-13,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,16676,16676,0,Match
2024-03-13,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,55577,55577,0,Match
2024-03-13,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,42331,42331,0,Match
2024-03-13,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,37935,37935,0,Match
2024-03-13,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,97276,97276,0,Match
2024-03-13,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,42256,42256.02,-0.02,Break
2024-03-13,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,67507,67507,0,Match
2024-03-13,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,33685,33685,0,Match
2024-03-13,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,31446,31446,0,Match
2024-03-13,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,60856,60856,0,Match
2024-03-13,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,39884,39884,0,Match
2024-03-14,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,89873,89873,0,Match
2024-03-14,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,54774,54774,0,Match
2024-03-14,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,80426,80426,0,Match
2024-03-14,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,67234,67234,0,Match
2024-03-14,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,31082,31082,0,Match
2024-03-14,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,67201,67201,0,Match
2024-03-14,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,3728,3728,0,Match
2024-03-14,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,13637,13637,0,Match
2024-03-14,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,11960,11960,0,Match
2024-03-14,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,9662,9662,0,Match
2024-03-15,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,60381,60381,0,Match
2024-03-15,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,8144,8144,0,Match
2024-03-15,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,94714,94714,0,Match
2024-03-15,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,78100,78100,0,Match
2024-03-15,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,70775,70775,0,Match
2024-03-15,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,72792,72792,0,Match
2024-03-15,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,36340,36340,0,Match
2024-03-15,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,75798,75798,0,Match
2024-03-15,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,23717,23717,0,Match
2024-03-15,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,70741,70741,0,Match
2024-03-15,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,45240,45240,0,Match
2024-03-15,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,19421,19421,0,Match
2024-03-15,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,50653,50653,0,Match
2024-03-16,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,62275,62275,0,Match
2024-03-16,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,90206,70206,20000,Break
2024-03-16,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,65878,65878,0,Match
2024-03-16,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,23992,23998,-6,Break
2024-03-16,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,57638,57638,0,Match
2024-03-16,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,60868,60868,0,Match
2024-03-16,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,29382,29382,0,Match
2024-03-16,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,87604,87604,0,Match
2024-03-16,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,16050,16050,0,Match
2024-03-16,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,68322,68321,1,Break
2024-03-16,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,879420,87942,791478,Break
2024-03-16,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,6270,6270,0,Match
2024-03-16,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,36629,36629,0,Match
2024-03-16,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,78620,78620,0,Match
2024-03-16,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,58527,58527,0,Match
2024-03-16,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,76272,76272,0,Match
2024-03-16,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,86604,86603.61,0.39,Break
2024-03-16,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,54184,54184,0,Match
2024-03-17,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,93697,93397,300,Break
2024-03-17,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,38975,38975,0,Match
2024-03-17,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,50567,50567,0,Match
2024-03-17,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,80560,80560,0,Match
2024-03-17,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,8065,8065,0,Match
2024-03-17,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,98527,98527,0,Match
2024-03-17,Zeta Group,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,55455,55455,0,Match
2024-03-17,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,38341,38341,0,Match
2024-03-17,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,44805,44805,0,Match
2024-03-17,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,72563,72563,0,Match
2024-03-17,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,76743,76743,0,Match
2024-03-17,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,59208,59208,0,Match
2024-03-17,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,9701,9701,0,Match
2024-03-17,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,3020,3020,0,Match
2024-03-17,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,9104,9104,0,Match
2024-03-17,Beta Ltd,10006,4,GBP,FIXED ASSETS,DEPRECIATION,84054,84054,0,Match
2024-03-17,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,19562,19562,0,Match
2024-03-17,Delta LLC,10007,8,JPY,BONDS,INTEREST PAYABLE,13006,13006,0,Match
2024-03-17,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,90627,90627,0,Match
2024-03-17,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,21599,21599,0,Match
2024-03-17,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,78003,78003,0,Match
2024-03-17,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,25302,25302,0,Match
2024-03-17,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,9972,99725,-89753,Break
2024-03-18,Gamma Inc,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,55215,55215,0,Match
2024-03-18,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,5745,5745,0,Match
2024-03-18,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,28203,28203,0,Match
2024-03-18,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,30428,30428,0,Match
2024-03-18,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,15200,15200,0,Match
2024-03-18,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,83771,83771,0,Match
2024-03-18,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,3148,3148,0,Match
2024-03-18,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,85667,85667,0,Match
2024-03-19,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,38320,38320,0,Match
2024-03-19,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,57220,57220,0,Match
2024-03-19,Delta LLC,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,95321,95321,0,Match
2024-03-19,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,77213,77213,0,Match
2024-03-19,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,49895,49895,0,Match
2024-03-19,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,87334,87334,0,Match
2024-03-19,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,52152,52152,0,Match
2024-03-19,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,2098,20984,-18886,Break
2024-03-19,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,67194,67194,0,Match
2024-03-19,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,84068,84068,0,Match
2024-03-19,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,82189,82189,0,Match
2024-03-19,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,30204,30204,0,Match
2024-03-19,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,85979,85979,0,Match
2024-03-19,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,94245,94245,0,Match
2024-03-19,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,10948,10948,0,Match
2024-03-19,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,45099,45099,0,Match
2024-03-19,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,46438,46438,0,Match
2024-03-19,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,3489,3489,0,Match
2024-03-19,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,41907,41907,0,Match
2024-03-20,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,54520,54520,0,Match
2024-03-20,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,57066,57066,0,Match
2024-03-20,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,82203,82203,0,Match
2024-03-20,Zeta Group,10004,2,USD,EQUITY,RETAINED EARNINGS,56305,56305,0,Match
2024-03-20,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,9011,9011,0,Match
2024-03-20,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,96884,96884,0,Match
2024-03-20,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,12413,12413,0,Match
2024-03-20,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,22076,22076,0,Match
2024-03-20,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,81199,81199,0,Match
2024-03-20,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,5409,5409,0,Match
2024-03-20,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,84706,84706,0,Match
2024-03-20,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,62231,62231,0,Match
2024-03-21,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,58041,58041,0,Match
2024-03-21,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,57867,57867,0,Match
2024-03-21,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,90355,90355,0,Match
2024-03-21,Zeta Group,10005,6,USD,REVENUE,EXPENSES,32823,32823,0,Match
2024-03-21,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,42783,42783,0,Match
2024-03-21,Zeta Group,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,8262,8262,0,Match
2024-03-21,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,10832,10832,0,Match
2024-03-21,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,15366,15366,0,Match
2024-03-22,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,35534,35537,-3,Break
2024-03-22,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,23607,23607,0,Match
2024-03-22,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,71822,71822,0,Match
2024-03-22,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,96355,96355,0,Match
2024-03-22,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,51765,51765,0,Match
2024-03-22,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,30643,30643,0,Match
2024-03-22,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,57450,57450,0,Match
2024-03-22,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,20822,20822,0,Match
2024-03-22,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,64027,64027,0,Match
2024-03-22,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,85724,85724,0,Match
2024-03-22,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,90895,90895,0,Match
2024-03-22,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,3145,3145,0,Match
2024-03-23,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,83710,83710,0,Match
2024-03-23,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,17908,17912,-4,Break
2024-03-23,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,1191,1191,0,Match
2024-03-23,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,6163,6163,0,Match
2024-03-23,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,94569,94569,0,Match
2024-03-23,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,12925,12925,0,Match
2024-03-23,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,67156,67156,0,Match
2024-03-23,Alpha Corp,10004,2,GBP,EQUITY,RETAINED EARNINGS,43002,43002,0,Match
2024-03-23,Delta LLC,10004,2,CAD,EQUITY,RETAINED EARNINGS,4447,4447,0,Match
2024-03-23,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,50306,50306,0,Match
2024-03-23,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,10808,10808,0,Match
2024-03-23,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,85053,85053,0,Match
