As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-03-03,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,29203.24,29203.24,0.0,Match
2024-03-03,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,26006.64,26006.64,0.0,Match
2024-03-03,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,17227.25,17227.25,0.0,Match
2024-03-03,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,12144.19,12144.19,0.0,Match
2024-03-03,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,32531.6,31353.76,1177.84,Break
2024-03-03,Zeta Group,10007,8,CAD,BONDS,INTEREST PAYABLE,91042.68,90183.34,859.34,Break
2024-03-03,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,56313.21,56313.21,0.0,Match
2024-03-03,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,94472.93,94472.93,0.0,Match
2024-03-03,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,16459.26,16459.26,0.0,Match
2024-03-04,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,4737.52,4737.52,0.0,Match
2024-03-04,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,23718.5,23718.5,0.0,Match
2024-03-04,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,26772.78,26772.78,0.0,Match
2024-03-04,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,54175.49,54175.49,0.0,Match
2024-03-04,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,5662.59,5662.59,0.0,Match
2024-03-04,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,78999.76,78999.76,0.0,Match
2024-03-04,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,13293.83,13293.83,0.0,Match
2024-03-04,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,73958.85,73958.85,0.0,Match
2024-03-05,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,34994.81,34994.81,0.0,Match
2024-03-05,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,27206.66,27206.66,0.0,Match
2024-03-05,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,5529.69,5529.69,0.0,Match
2024-03-05,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,23262.12,23262.12,0.0,Match
2024-03-05,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,99906.39,99906.39,0.0,Match
2024-03-05,Zeta Group,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,2631.26,2631.26,0.0,Match
2024-03-05,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,27613.23,27613.23,0.0,Match
2024-03-05,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,96087.81,96087.81,0.0,Match
2024-03-05,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,48074.49,48074.49,0.0,Match
2024-03-05,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,26004.96,26004.96,0.0,Match
2024-03-05,Gamma Inc,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,49412.32,49412.32,0.0,Match
2024-03-05,Gamma Inc,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,78189.21,78189.21,0.0,Match
2024-03-05,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,64985.07,64985.07,0.0,Match
2024-03-05,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,26930.47,26930.47,0.0,Match
2024-03-05,Zeta Group,10010,10,GBP,TAXES,ACCRUED LIABILITIES,29994.63,29994.63,0.0,Match
2024-03-05,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,87449.39,87449.39,0.0,Match
2024-03-05,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,26666.88,26666.88,0.0,Match
2024-03-05,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,55758.64,55758.64,0.0,Match
2024-03-06,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,28819.44,28819.44,0.0,Match
2024-03-06,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,73753.73,73753.73,0.0,Match
2024-03-06,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,34213.12,34213.12,0.0,Match
2024-03-06,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,40531.32,40531.32,0.0,Match
2024-03-06,Delta LLC,10004,2,CAD,EQUITY,RETAINED EARNINGS,72531.11,72531.11,0.0,Match
2024-03-06,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,79454.4,79454.4,0.0,Match
2024-03-06,Delta LLC,10005,6,USD,REVENUE,EXPENSES,69255.68,69255.68,0.0,Match
2024-03-06,Delta LLC,10005,6,USD,REVENUE,EXPENSES,27343.67,27343.67,0.0,Match
2024-03-06,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,95331.52,95331.52,0.0,Match
2024-03-06,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,58913.79,58913.79,0.0,Match
2024-03-06,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,6376.5,6376.5,0.0,Match
2024-03-06,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,29966.87,29966.87,0.0,Match
2024-03-06,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,87151.23,87151.23,0.0,Match
2024-03-06,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,81336.63,81336.63,0.0,Match
2024-03-06,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,93994.15,93994.15,0.0,Match
2024-03-06,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,43262.34,43262.34,0.0,Match
2024-03-06,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,26479.02,27715.79,-1236.77,Break
2024-03-06,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,3176.92,3176.92,0.0,Match
2024-03-07,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,67023.25,67023.25,0.0,Match
2024-03-07,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,7179.51,7179.51,0.0,Match
2024-03-07,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,61478.3,62525.8,-1047.5,Break
2024-03-07,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,25138.99,25138.99,0.0,Match
2024-03-07,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,34366.95,34366.95,0.0,Match
2024-03-07,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,60941.6,60941.6,0.0,Match
2024-03-07,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,57642.76,57642.76,0.0,Match
2024-03-07,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,57712.68,57712.68,0.0,Match
2024-03-07,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,78395.96,78395.96,0.0,Match
2024-03-07,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,99787.26,99787.26,0.0,Match
2024-03-07,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,42495.75,42495.75,0.0,Match
2024-03-07,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,3485.76,3485.76,0.0,Match
2024-03-08,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,10844.41,9776.28,1068.13,Break
2024-03-08,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,26480.95,26480.95,0.0,Match
2024-03-08,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,88990.94,88990.94,0.0,Match
2024-03-08,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,60803.04,60803.04,0.0,Match
2024-03-08,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,82662.97,83584.35,-921.38,Break
2024-03-08,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,19470.33,18401.8,1068.53,Break
2024-03-08,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,78289.14,78289.14,0.0,Match
2024-03-08,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,52391.32,52391.32,0.0,Match
2024-03-08,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,26209.17,26209.17,0.0,Match
2024-03-08,Alpha Corp,10007,8,CAD,BONDS,INTEREST PAYABLE,71291.84,71291.84,0.0,Match
2024-03-08,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,1857.62,1857.62,0.0,Match
2024-03-08,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,74200.78,74200.78,0.0,Match
2024-03-08,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,76179.16,76179.16,0.0,Match
2024-03-08,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,44185.04,44185.04,0.0,Match
2024-03-08,Delta LLC,10010,10,JPY,TAXES,ACCRUED LIABILITIES,70263.43,70263.43,0.0,Match
2024-03-09,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,60402.07,60402.07,0.0,Match
2024-03-09,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,15861.0,15861.0,0.0,Match
2024-03-09,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,88948.83,88948.83,0.0,Match
2024-03-09,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,25783.35,25783.35,0.0,Match
2024-03-09,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,5036.03,5036.03,0.0,Match
2024-03-09,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,56164.16,56164.16,0.0,Match
2024-03-09,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,54768.41,54768.41,0.0,Match
2024-03-09,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,10155.87,10155.87,0.0,Match
2024-03-09,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,77387.57,77387.57,0.0,Match
2024-03-09,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,27450.88,27450.88,0.0,Match
2024-03-09,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,68820.67,68820.67,0.0,Match
2024-03-09,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,61423.94,61423.94,0.0,Match
2024-03-09,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,74480.0,74480.0,0.0,Match
2024-03-09,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,63208.19,63208.19,0.0,Match
2024-03-10,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,59390.72,59390.72,0.0,Match
2024-03-10,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,22434.29,22434.29,0.0,Match
2024-03-10,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,96850.78,96850.78,0.0,Match
2024-03-10,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,37042.96,37042.96,0.0,Match
2024-03-10,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,45423.55,44183.53,1240.02,Break
2024-03-10,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,58004.7,58004.7,0.0,Match
2024-03-10,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,29521.61,29521.61,0.0,Match
2024-03-10,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,13525.77,13525.77,0.0,Match
2024-03-10,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,82332.78,82332.78,0.0,Match
2024-03-11,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,68146.99,69074.98,-927.99,Break
2024-03-11,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,82878.33,82878.33,0.0,Match
2024-03-11,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,37444.27,37444.27,0.0,Match
2024-03-11,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,86091.64,86968.39,-876.75,Break
2024-03-11,Gamma Inc,10006,4,CAD,FIXED ASSETS,DEPRECIATION,57522.01,57522.01,0.0,Match
2024-03-11,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,34255.16,34255.16,0.0,Match
2024-03-11,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,44369.99,44369.99,0.0,Match
2024-03-11,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,79179.0,79179.0,0.0,Match
2024-03-11,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,2237.49,2237.49,0.0,Match
2024-03-11,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,44733.51,44733.51,0.0,Match
2024-03-11,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,29792.57,29792.57,0.0,Match
2024-03-12,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,93137.06,93990.87,-853.81,Break
2024-03-12,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,10594.65,10594.65,0.0,Match
2024-03-12,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,47171.97,47171.97,0.0,Match
2024-03-12,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,28550.16,29600.38,-1050.22,Break
2024-03-12,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,32129.19,32129.19,0.0,Match
2024-03-12,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,62207.83,62207.83,0.0,Match
2024-03-12,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,35311.96,35311.96,0.0,Match
2024-03-12,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,80811.78,80811.78,0.0,Match
2024-03-13,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,65026.42,65026.42,0.0,Match
2024-03-13,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,79172.17,79172.17,0.0,Match
2024-03-13,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,78012.77,76776.38,1236.39,Break
2024-03-13,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,84047.21,84047.21,0.0,Match
2024-03-13,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,79942.38,78988.01,954.37,Break
2024-03-13,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,27454.65,28433.04,-978.39,Break
2024-03-13,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,75101.93,75101.93,0.0,Match
2024-03-13,Zeta Group,10004,2,USD,EQUITY,RETAINED EARNINGS,80160.18,78980.5,1179.68,Break
2024-03-13,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,64886.02,64178.43,707.59,Break
2024-03-13,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,68018.28,68018.28,0.0,Match
2024-03-13,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,31006.06,31006.06,0.0,Match
2024-03-13,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,80813.41,80813.41,0.0,Match
2024-03-13,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,27578.43,27578.43,0.0,Match
2024-03-13,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,53948.13,53948.13,0.0,Match
2024-03-13,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,32844.86,32844.86,0.0,Match
2024-03-13,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,12785.96,11665.49,1120.47,Break
2024-03-13,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,50139.69,50139.69,0.0,Match
2024-03-13,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,95687.17,95687.17,0.0,Match
2024-03-13,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,12551.11,12551.11,0.0,Match
2024-03-13,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,6681.77,6681.77,0.0,Match
2024-03-13,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,99851.31,99851.31,0.0,Match
2024-03-13,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,17159.71,18165.74,-1006.03,Break
2024-03-13,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,68701.33,67732.97,968.36,Break
2024-03-13,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,52879.11,52879.11,0.0,Match
2024-03-13,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,58300.02,59244.24,-944.22,Break
2024-03-13,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,85837.56,85837.56,0.0,Match
2024-03-14,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,58472.98,58472.98,0.0,Match
2024-03-14,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,83087.22,83087.22,0.0,Match
2024-03-14,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,62881.33,62881.33,0.0,Match
2024-03-14,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,93109.28,93109.28,0.0,Match
2024-03-14,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,16603.31,16603.31,0.0,Match
2024-03-14,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,75097.57,75097.57,0.0,Match
2024-03-14,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,89487.87,89487.87,0.0,Match
2024-03-14,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,80075.01,80075.01,0.0,Match
2024-03-14,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,23529.76,23529.76,0.0,Match
2024-03-14,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,88631.75,88631.75,0.0,Match
2024-03-14,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,78514.05,79870.97,-1356.92,Break
2024-03-14,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,35874.84,35874.84,0.0,Match
2024-03-14,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,99875.59,100988.46,-1112.87,Break
2024-03-14,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,19664.16,19664.16,0.0,Match
2024-03-14,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,95193.82,95193.82,0.0,Match
2024-03-14,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,20887.56,20887.56,0.0,Match
2024-03-14,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,88985.23,88985.23,0.0,Match
2024-03-14,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,89189.85,89189.85,0.0,Match
2024-03-14,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,40763.24,40763.24,0.0,Match
2024-03-14,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,12391.16,12391.16,0.0,Match
2024-03-15,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,55084.67,55084.67,0.0,Match
2024-03-15,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,90600.2,90600.2,0.0,Match
2024-03-15,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,85523.07,85523.07,0.0,Match
2024-03-15,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,56186.56,56186.56,0.0,Match
2024-03-15,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,74036.01,74036.01,0.0,Match
2024-03-15,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,27634.29,27634.29,0.0,Match
2024-03-15,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,67462.0,67462.0,0.0,Match
2024-03-15,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,84630.07,84630.07,0.0,Match
2024-03-15,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,48765.77,48765.77,0.0,Match
2024-03-15,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,56815.35,55841.52,973.83,Break
2024-03-15,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,12033.54,12033.54,0.0,Match
2024-03-15,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,12276.79,12276.79,0.0,Match
2024-03-15,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,14865.74,14865.74,0.0,Match
2024-03-16,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,20490.3,21250.62,-760.32,Break
2024-03-16,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,72562.0,72562.0,0.0,Match
2024-03-16,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,48402.52,48402.52,0.0,Match
2024-03-16,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,82895.49,82895.49,0.0,Match
2024-03-16,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,53900.22,53900.22,0.0,Match
2024-03-16,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,51029.85,51029.85,0.0,Match
2024-03-16,Alpha Corp,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,40928.33,40928.33,0.0,Match
2024-03-16,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,61172.01,61172.01,0.0,Match
2024-03-16,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,29370.94,29370.94,0.0,Match
2024-03-16,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,19116.13,19116.13,0.0,Match
2024-03-17,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,16803.12,16803.12,0.0,Match
2024-03-17,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,12911.3,12911.3,0.0,Match
2024-03-17,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,21400.29,21400.29,0.0,Match
2024-03-17,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,92572.91,92572.91,0.0,Match
2024-03-17,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,72657.06,72657.06,0.0,Match
2024-03-17,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,60067.8,60067.8,0.0,Match
2024-03-17,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,98648.77,98648.77,0.0,Match
2024-03-17,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,99784.16,99784.16,0.0,Match
2024-03-17,Alpha Corp,10004,2,CAD,EQUITY,RETAINED EARNINGS,26684.9,26684.9,0.0,Match
2024-03-17,Delta LLC,10005,6,USD,REVENUE,EXPENSES,2884.04,2884.04,0.0,Match
2024-03-17,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,21039.65,22373.06,-1333.41,Break
2024-03-17,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,37632.34,37632.34,0.0,Match
2024-03-17,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,46292.58,47344.49,-1051.91,Break
2024-03-17,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,65853.2,65853.2,0.0,Match
2024-03-18,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,87533.41,87533.41,0.0,Match
2024-03-18,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,32898.83,32898.83,0.0,Match
2024-03-18,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,91387.36,91387.36,0.0,Match
2024-03-18,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,66559.69,66559.69,0.0,Match
2024-03-18,Zeta Group,10005,6,USD,REVENUE,EXPENSES,38536.87,38536.87,0.0,Match
2024-03-18,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,46918.53,46918.53,0.0,Match
2024-03-18,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,32737.17,32737.17,0.0,Match
2024-03-18,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,47491.71,46679.35,812.36,Break
2024-03-18,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,64159.88,64159.88,0.0,Match
2024-03-19,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,76170.15,76170.15,0.0,Match
2024-03-19,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,46073.99,46073.99,0.0,Match
2024-03-19,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,72428.04,71574.91,853.13,Break
2024-03-19,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,87612.67,87612.67,0.0,Match
2024-03-19,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,92513.78,91645.65,868.13,Break
2024-03-19,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,1317.18,1317.18,0.0,Match
2024-03-19,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,22108.26,22108.26,0.0,Match
2024-03-19,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,43741.61,43741.61,0.0,Match
2024-03-19,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,88375.15,88375.15,0.0,Match
2024-03-19,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,36309.57,36309.57,0.0,Match
2024-03-19,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,79604.31,79604.31,0.0,Match
2024-03-19,Beta Ltd,10006,4,JPY,FIXED ASSETS,DEPRECIATION,65358.34,65358.34,0.0,Match
2024-03-19,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,88676.6,88676.6,0.0,Match
2024-03-19,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,76139.23,76139.23,0.0,Match
2024-03-19,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,88549.58,88549.58,0.0,Match
2024-03-19,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,73509.1,73509.1,0.0,Match
2024-03-19,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,82832.87,82832.87,0.0,Match
2024-03-19,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,25318.95,25318.95,0.0,Match
2024-03-19,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,58283.58,58283.58,0.0,Match
2024-03-19,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,50488.75,50488.75,0.0,Match
2024-03-20,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,56599.2,56599.2,0.0,Match
